snapshot,CCGT,OCGT,Offshore wind,Onshore wind,Solar,battery storage,pumped hydro
2015-03-25 06:00:00,68983.23715684071,45519.360095026204,17969.57128350756,34135.41100759317,29424.88823483618,0.0,831.7027849067775
2015-03-25 07:00:00,49280.79679179825,1779.9906197757393,25441.95691976472,43159.446173095595,66997.76371031659,0.0,0.0
2015-03-25 08:00:00,713.8443980135089,0.0,39975.585862029875,50260.799663873346,99453.54364665535,0.0,-15069.81740649674
2015-03-25 09:00:00,0.0,0.0,18297.332948661293,52756.40044934448,123782.1366833554,-4875.168604669728,-22665.936844003874
2015-03-25 10:00:00,0.0,0.0,17729.295142322913,31637.94154149974,138760.53598647134,0.0,-28006.5764059517
2015-03-25 11:00:00,0.0,0.0,17963.25161707655,32968.91422160332,142628.75911515756,-8606.259837783626,-30804.225684515288
2015-03-25 12:00:00,0.0,0.0,57548.354355832045,26077.82484346572,131415.33078108862,-40146.712384958155,-24921.56911703235
2015-03-25 13:00:00,0.0,0.0,25101.224169387606,51693.60248921551,106397.04981989018,-12341.853433950666,-25532.12647077321
2015-03-25 14:00:00,0.0,0.0,60806.179205482316,52505.466247709075,72158.13415374633,-15962.07183038917,-24479.20421529108
2015-03-25 15:00:00,8758.412387276614,0.0,55876.89410560616,52226.75050718774,40539.159691518806,0.0,-10477.66031323836
2015-03-25 16:00:00,36373.54363525979,0.0,51732.28801791738,53534.13228209623,13544.348867459808,0.0,-1238.519439956045
2015-03-25 17:00:00,60401.932336845675,0.0,48483.328005663345,52612.918736083215,202.1751832468877,0.0,2879.918670215483
2015-03-25 18:00:00,63021.95444585517,0.0,41904.445713035355,47468.362295508916,0.0,15361.143538265977,5461.175876837423
2015-03-25 19:00:00,63021.95444585517,0.0,40940.20224638738,50227.935912804736,0.0,11362.667222619268,3987.4731048649664
2015-03-25 20:00:00,63021.95444585517,3887.5044832349886,44985.34332364962,54068.937510677715,0.0,0.0,1761.9516144108559
2015-03-25 21:00:00,63021.95444585517,0.0,46379.82980108203,54207.937854159216,0.0,0.0,1406.6775015792812
2015-03-25 22:00:00,61949.507750504905,0.0,47958.06468920899,55013.60276974416,0.0,-830.8621481424416,-3039.6461178996933
2015-03-25 23:00:00,61949.507750504905,0.0,48227.58874718023,54991.20479043926,0.0,-2567.878019735166,-4587.471155273077
2015-03-26 00:00:00,61949.507750504905,0.0,52530.50930135786,54587.80634435007,0.0,-5483.414207557551,-5997.844924407134
2015-03-26 01:00:00,61949.507750504905,0.0,50334.39230479129,54501.04043025283,0.0,-2240.1166587526895,-7910.548662923737
2015-03-26 02:00:00,61949.507750504905,3242.2089509011785,46514.99226748939,55121.15801229814,0.0,0.0,-7622.545147392862
2015-03-26 03:00:00,61949.507750504905,0.0,40454.07430646379,54523.56881751004,0.0,14440.525599889683,-8828.73057466954
